rank	book_id	score	preview	start_line
36	2035	3.000000	﻿The Project Gutenberg eBook of Stories by English Authors: The Orient (Selected by Scribners)	1
37	2038	3.000000	﻿The Project Gutenberg eBook of The Lock and Key Library: Classic Mystery and Detective Stories: Modern English	1
38	2040	3.000000	﻿The Project Gutenberg eBook of Confessions of an English Opium-Eater	1
39	2071	3.000000	﻿The Project Gutenberg eBook of Stories by English Authors: Germany (Selected by Scribners)	1
40	2135	3.000000	﻿The Project Gutenberg eBook of Stories by English Authors: London (Selected by Scribners)	1
41	2359	3.000000	﻿The Project Gutenberg eBook of Stories By English Authors: France (Selected by Scribners)	1
42	2457	3.000000	﻿The Project Gutenberg eBook of Stories By English Authors: Italy (Selected by Scribners)	1
43	2588	3.000000	﻿The Project Gutenberg eBook of Stories by English Authors: Scotland (Selected by Scribners)	1
44	2733	3.000000	﻿The Project Gutenberg eBook of Romano Lavo-Lil: Word Book of the Romany; Or, English Gypsy Language	1
45	2898	3.000000	﻿The Project Gutenberg eBook of Pioneers of the Old South: A Chronicle of English Colonial Beginnings	1
46	2973	3.000000	﻿The Project Gutenberg eBook of The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Volume 23: English	1
47	3100	3.000000	Language: English, Chinese	19
48	3208	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Medium Business Dictionary (German-English)	1
49	3209	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Medium Business Dictionary (English-German)	1
50	3210	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Small Banking Dictionary (German-English)	1
51	3211	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Small Banking Dictionary (English-German)	1
52	3212	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Beginner's Dictionary (German-English)	1
53	3213	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Beginner's Dictionary (English-German)	1
54	3214	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Insurance Dictionary (German-English)	1
55	3215	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Insurance Dictionary (English-German)	1
56	3216	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Small Business Dictionary (German-English)	1
57	3217	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Small Business Dictionary (English-German)	1
58	3218	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Tourist Dictionary (German-English)	1
59	3219	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Tourist Dictionary (English-German)	1
60	3220	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Large Business Dictionary (German-English)	1
61	3221	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Large Business Dictionary (English-German)	1
62	3222	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Correspondence Dictionary (German-English)	1
63	3223	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Correspondence Dictionary (English-German)	1
64	3224	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Work Study Dictionary (German-English)	1
65	3225	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Work Study Dictionary (English-German)	1
66	3298	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Banking Dictionary (German-English)	1
67	3299	3.000000	﻿The Project Gutenberg eBook of Mr. Honey's Banking Dictionary (English-German)	1
68	3526	3.000000	Language: English	19
69	3640	3.000000	Language: English	19
70	4351	3.000000	﻿The Project Gutenberg eBook of The English Constitution	1
71	4544	3.000000	﻿The Project Gutenberg eBook of The Cell of Self-Knowledge : seven early English mystical treatises printed by Henry Pepwell in 1521	1
72	4678	3.000000	﻿The Project Gutenberg eBook of Lives of the English Poets	1
73	4775	3.000000	﻿The Project Gutenberg eBook of Theocritus, Bion and Moschus, Rendered into English Prose	1
74	5098	3.000000	﻿The Project Gutenberg eBook of Lives of the English Poets : Waller, Milton, Cowley	1
75	5101	3.000000	﻿The Project Gutenberg eBook of Lives of the English Poets : Prior, Congreve, Blackmore, Pope	1
76	5182	3.000000	﻿The Project Gutenberg eBook of The Old English Baron: a Gothic Story	1
77	5403	3.000000	﻿The Project Gutenberg eBook of Short Stories for English Courses	1
78	5430	3.000000	﻿The Project Gutenberg eBook of Preface to a Dictionary of the English Language	1
79	5678	3.000000	﻿The Project Gutenberg eBook of Heroic Romances of Ireland, Translated into English Prose and Verse — Volume 1	1
80	5679	3.000000	﻿The Project Gutenberg eBook of Heroic Romances of Ireland, Translated into English Prose and Verse — Volume 2	1
81	5680	3.000000	﻿The Project Gutenberg eBook of Heroic Romances of Ireland, Translated into English Prose and Verse — Complete	1
82	5725	3.000000	﻿The Project Gutenberg eBook of English Literature for Boys and Girls	1
83	5876	3.000000	﻿The Project Gutenberg eBook of Ten Englishmen of the Nineteenth Century	1
84	5988	3.000000	﻿The Project Gutenberg eBook of Old French Romances, Done into English	1
85	6025	3.000000	﻿The Project Gutenberg eBook of The Englishman and Other Poems	1
86	6039	3.000000	﻿The Project Gutenberg eBook of Stories by English Authors: England	1
87	6040	3.000000	﻿The Project Gutenberg eBook of Stories by English Authors: Ireland	1
88	6041	3.000000	﻿The Project Gutenberg eBook of Stories by English Authors: The Sea	1
89	6320	3.000000	﻿The Project Gutenberg eBook of English literary criticism	1
90	6345	3.000000	﻿The Project Gutenberg eBook of Seven Maids of Far Cathay: Being English Notes From a Chinese Class Book	1
91	6359	3.000000	﻿The Project Gutenberg eBook of The English Mail-Coach and Joan of Arc	1
92	6652	3.000000	﻿The Project Gutenberg eBook of The Humorous Poetry of the English Language; from Chaucer to Saxe	1
93	6737	3.000000	﻿The Project Gutenberg eBook of The Social Cancer: A Complete English Version of Noli Me Tangere	1
94	6881	3.000000	﻿The Project Gutenberg eBook of Note Book of an English Opium-Eater	1
95	6916	3.000000	﻿The Project Gutenberg eBook of English Men of Letters: Coleridge	1
96	7182	3.000000	﻿The Project Gutenberg eBook of The Principal Navigations, Voyages, Traffiques and Discoveries of the English Nation — Volume 01	1
97	7187	3.000000	﻿The Project Gutenberg eBook of Seven English Cities	1
98	7201	3.000000	﻿The Project Gutenberg eBook of A History of English Literature	1
99	7321	3.000000	Language: English	19
100	7439	3.000000	﻿The Project Gutenberg eBook of English Fairy Tales	1
