rank	book_id	score	preview	start_line
29	5724	0.012007	into Dornröschen, the Sleeping Beauty of our children's tales.	8067
30	46497	0.011473	[45] Cf. Simrock, _Handbuch der deutschen Mythologie_, _Dornröschen_.	7890
31	45661	0.011207	Erfolg gefunden. Denn an die hundertjährigen Hecken, die das Dornröschen	333
32	13814	0.011042	briar round the beautiful maiden (hence named Dornröschen) when the	1114
33	54738	0.010996	Elise, von uns das Dornröschen genannt, im Russischen übte.	4391
34	60579	0.010850	gewesen, der so bekannte Weltmärchen wie »Dornröschen«, »Blaubart«,	3858
35	71976	0.010637	miterlebt haben? Es bestehen Pläne, auch dieses Dornröschen aus langem	449
36	46550	0.010632	Resultat anging, ebensogut vom Dornröschen hätten besetzt sein können,	398
37	56280	0.010431	Königskinder_, and in 1902 by _Dornröschen_. In 1896, Humperdinck was	18104
38	66573	0.010137	von Dornröschen findet, die von Rosenduft und Morgentau zu leben glauben,	1576
39	50444	0.009918	ebensogut vor das schlafende Schloß der Prinzeß Dornröschen kommen	1309
40	69797	0.009789	aufgepflanzt, vornean der Lautenspieler, blond wie Dornröschen und das	602
41	27254	0.009738	der Tat, sie ist märchenhaft: ein Dornröschen, durch das reine Streben	96
42	48127	0.009482	vom Dornröschen an, aber der böse Sandmann kam und streute so viel Sand	2045
43	29634	0.009354	"1895. April 13. Introduction to opera ""Dornröschen."" Boston, Mass."	10428
44	40801	0.009154	elé: mintha a Dornröschen kastélya előtt állapodtak volna meg. Sehol,	289
45	54392	0.008932	has produced several other fairy operas, such as “Dornröschen,” “Die	14968
46	64466	0.008793	zurück. Die Mutter erzählte gerade die Geschichte vom Dornröschen, er	5653
47	51901	0.008583	mir den Weg zur Prinzeß Dornröschen gebahnt hatte -- war eine Lüge! Mit	5084
48	45259	0.008250	4. Op. 66. _Dornröschen_ (Sleeping Beauty). Ballet in three acts, with a	27624
49	25545	0.007767	"""Dornröschen,"" and the more literal"	11958
50	50888	0.007625	liegen, bis endlich ein erwachsendes Dornröschen, eine junge, wenig	4849
51	46204	0.007474	Erfolg gehabt. Denn an die hundertjährigen Hecken, die das Dornröschen von	1229
52	62021	0.007232	demi éveillée. Christophe la nommait _Dornröschen_, la Belle au Bois	12467
53	61833	0.006946	Darstellungen aus dem Märchen (Dornröschen) und der Sage (Barbarossa)	3056
54	68990	0.006879	Geislein_ (1897), _Dornröschen_ (1902), and the comic opera _Die	8462
55	59173	0.006620	antanut hänelle nimen _Dornröschen_, -- prinsessa Ruusunen. Aurora	5979
56	49199	0.006579	Dornröschen dar, wie der Prinz es gerade wachküßt, das schenkte sie ihm.	766
57	28938	0.006558	Dornröschen, ein selig Erwachen. Ich, dein Sohn, bin dein Ritter. Ich will	1399
58	45936	0.006542	Dornröschen hat sicherlich darauf Bezug, und ich wüßte nicht, was diese	2107
59	2779	0.006506	Dornröschen, die darauf warten, von der Barmherzigkeit und	4692
60	49395	0.006444	Frau Dornröschen. M. 3.--.	8263
61	38502	0.006297	Dornröschen schlummert. Aber als des Jahres letzte Henkerstündlein	3644
62	30211	0.006265	cuisinier du conte de Dornröschen, la première chose qu'elle fit en se	9016
63	15070	0.006162	Leben im Mutterschoß wie Dornröschen in den Hecken, bis ein einziger	408
64	12012	0.005801	Kindermärchen vom Dornröschen wird hievon gesungen und gesagt. Denn wenn	1717
65	62673	0.005799	so wie Dornröschen in ihrem moosgrünen Bett,	14778
66	63498	0.005793	auch das verborgene Veilchen und das Dornröschen in der Wildniß.	11724
67	49083	0.005650	vom schlafenden Dornröschen zu Grunde gelegt, und lasse vier schnurrige	8072
68	68883	0.005560	ein Wachsfigurencabinet, in welchem z. B. Dornröschen, von einem	5728
69	60500	0.005403	Busens. Sein Lippenpaar ist auch so ein Dornröschen, so knospend, so	11854
70	56769	0.005240	Dornröschen selbst, sondern ihre Geldsäcke aus dem Zauberbanne erlöst?	9386
71	47584	0.004856	cocinero del cuento de Dornröschen, lo primero que hizo al despertarse	8651
72	53856	0.004771	Da schlief Dornröschen, die schöne Prinzessin, hinter dem Zauber der	12403
73	16301	0.004764	klang, von Schneewittchen und Dornröschen erzählend oder von der kleinen	632
74	42286	0.004649	Dornröschen népe, s csak Viktor ketyegett, mint egy ócska falióra: a kis	10251
75	24782	0.004613	Schlummer geschlossenen Augen auf, wie die Prinzessin Dornröschen im	13605
76	62473	0.004075	álmot aludtak, de uj életre keltek s a Dornröschen bennük rejlett örök	5512
77	10223	0.001630	Volksgesang und Dornröschen (in der Berliner Nationalgalerie)	62943
