rank	book_id	score	preview	start_line
38	66500	22.000000	﻿The Project Gutenberg eBook of Illustrations of the Author of Waverley	1
39	69603	22.000000	﻿The Project Gutenberg eBook of Bisayan grammar and notes on Bisayan rhetoric and poetics and Filipino dialectology	1
40	70662	22.000000	﻿The Project Gutenberg eBook of Cultura e opulencia do Brasil por suas drogas e minas	1
41	70850	22.000000	﻿The Project Gutenberg eBook of Ptolemy's Tetrabiblos	1
42	5600	21.000000	﻿The Project Gutenberg eBook of The Historical Romances of Georg Ebers	1
43	10857	21.000000	﻿The Project Gutenberg eBook of My Native Land	1
44	11950	21.000000	﻿The Project Gutenberg eBook of Preliminary Report of the Commission Appointed by the University of Pennsylvania to Investigate Modern Spiritualism	1
45	12115	21.000000	﻿The Project Gutenberg eBook of Discoveries in Australia, Volume 1	1
46	12146	21.000000	﻿The Project Gutenberg eBook of Discoveries in Australia, Volume 2	1
47	13246	21.000000	﻿The Project Gutenberg eBook of The Conqueror: Being the True and Romantic Story of Alexander Hamilton	1
48	13331	21.000000	﻿The Project Gutenberg eBook of Bell's Cathedrals: The Cathedral Church of Chichester (1901)	1
49	13588	21.000000	﻿The Project Gutenberg eBook of The Young Gentleman and Lady's Monitor, and English Teacher's Assistant	1
50	13739	21.000000	﻿The Project Gutenberg eBook of Shandygaff	1
51	14256	21.000000	﻿The Project Gutenberg eBook of The Bell in the Fog and Other Stories	1
52	18590	21.000000	﻿The Project Gutenberg eBook of The Letters of Cassiodorus	1
53	19437	21.000000	﻿The Project Gutenberg eBook of Amore bendato	1
54	20023	21.000000	﻿The Project Gutenberg eBook of The Letters of Queen Victoria : A Selection from Her Majesty's Correspondence between the Years 1837 and 1861. Volume 1, 1837-1843	1
55	24780	21.000000	﻿The Project Gutenberg eBook of The Letters of Queen Victoria : A Selection from her Majesty's correspondence between the years 1837 and 1861. Volume 2, 1844-1853	1
56	25303	21.000000	﻿The Project Gutenberg eBook of The Bad Boy at Home, and His Experiences in Trying to Become an Editor	1
57	28120	21.000000	﻿The Project Gutenberg eBook of Eene Egyptische Koningsdochter	1
58	28649	21.000000	﻿The Project Gutenberg eBook of The Letters of Queen Victoria : A Selection from Her Majesty's Correspondence between the Years 1837 and 1861. Volume 3, 1854-1861	1
59	28898	21.000000	﻿The Project Gutenberg eBook of The Historical Novels of Georg Ebers	1
60	31848	21.000000	﻿The Project Gutenberg eBook of A Proposal for the Better Supplying of Churches in Our Foreign Plantations, and for Converting the Savage Americans to Christianity, By a College to	1
61	33506	21.000000	﻿The Project Gutenberg eBook of The Death-Blow to Spiritualism: Being the True Story of the Fox Sisters	1
62	33987	21.000000	﻿The Project Gutenberg eBook of Beautiful Shells of New Zealand	1
63	34962	21.000000	﻿The Project Gutenberg eBook of Boon, The Mind of the Race, The Wild Asses of the Devil, and The Last Trump;	1
64	36294	21.000000	﻿The Project Gutenberg eBook of Cleopatra: historische roman van George Ebers	1
65	40554	21.000000	﻿The Project Gutenberg eBook of Journal of a Horticultural Tour through Germany, Belgium, and part of France, in the Autumn of 1835	1
66	41463	21.000000	﻿The Project Gutenberg eBook of Industrial Cuba	1
67	41493	21.000000	﻿The Project Gutenberg eBook of The Quarterly of the Oregon Historical Society, Vol. IV	1
68	44415	21.000000	﻿The Project Gutenberg eBook of Robber and hero: the story of the raid on the First National Bank of Northfield, Minnesota, by the James-Younger band of robbers, in 1876	1
69	46681	21.000000	﻿The Project Gutenberg eBook of A History of Norwegian Immigration to the United States	1
70	46898	21.000000	﻿The Project Gutenberg eBook of La novellaja fiorentina	1
71	51599	21.000000	﻿The Project Gutenberg eBook of What We Saw at Madame World's Fair	1
72	52148	21.000000	﻿The Project Gutenberg eBook of Dorothy South: A Love Story of Virginia Just Before the War	1
73	55539	21.000000	﻿The Project Gutenberg eBook of Korean Tales	1
74	55575	21.000000	﻿The Project Gutenberg eBook of The Historical Christ;	1
75	56336	21.000000	﻿The Project Gutenberg eBook of The Automatic Toy Works	1
76	57490	21.000000	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of H. G. Wells	1
77	57702	21.000000	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Victor Hugo	1
78	57998	21.000000	﻿The Project Gutenberg eBook of On Sameness and Identity: A Psychological Study	1
79	58781	21.000000	﻿The Project Gutenberg eBook of Lives of Famous Indian Chiefs	1
80	59196	21.000000	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Fyodor Dostoevsky	1
81	59310	21.000000	﻿The Project Gutenberg eBook of History of the Post-Office Packet Service between the years 1793-1815	1
82	59614	21.000000	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Christopher Morley	1
83	63005	21.000000	﻿The Project Gutenberg eBook of Motorland, September-October, 1955	1
84	63018	21.000000	﻿The Project Gutenberg eBook of The Power of Conscience, exemplified in the genuine and extraordinary confession of Thomas Bedworth	1
85	63628	21.000000	﻿The Project Gutenberg eBook of The Children's Story of Westminster Abbey	1
86	64794	21.000000	﻿The Project Gutenberg eBook of Betsy Baker! or, Too Attentive by Half; A Farce, in One Act	1
87	66049	21.000000	﻿The Project Gutenberg eBook of Pictorial Beauty on the Screen	1
88	69682	21.000000	﻿The Project Gutenberg eBook of Tom Swift circling the globe; or, The daring cruise of the Air Monarch	1
89	70182	21.000000	﻿The Project Gutenberg eBook of Tom Swift and his flying boat;	1
90	71538	21.000000	﻿The Project Gutenberg eBook of Robespierre	1
91	741	20.000000	﻿The Project Gutenberg eBook of Thomas Hart Benton's Remarks to the Senate on the Expunging Resolution	1
92	1083	20.000000	﻿The Project Gutenberg eBook of The Arrow of Gold: A Story Between Two Notes	1
93	4028	20.000000	﻿The Project Gutenberg eBook of The Autobiography of Benvenuto Cellini	1
94	4550	20.000000	﻿The Project Gutenberg eBook of Fighting France, from Dunkerque to Belfort	1
95	6702	20.000000	﻿The Project Gutenberg eBook of Life of Harriet Beecher Stowe	1
96	7037	20.000000	﻿The Project Gutenberg eBook of Beric the Briton : a Story of the Roman Invasion	1
97	7061	20.000000	﻿The Project Gutenberg eBook of A March on London: Being a Story of Wat Tyler's Insurrection	1
98	8536	20.000000	﻿The Project Gutenberg eBook of Philip Gilbert Hamerton	1
99	9415	20.000000	﻿The Project Gutenberg eBook of Olaf the Glorious: A Story of the Viking Age	1
100	10477	20.000000	﻿The Project Gutenberg eBook of Beacon Lights of History, Volume 01: The Old Pagan Civilizations	1
