rank	book_id	score	preview	start_line
24	4668	0.173855	﻿The Project Gutenberg eBook of Siege of Washington, D.C., written expressly for little people	1
25	4492	0.173736	﻿The Project Gutenberg eBook of Farina	1
26	4585	0.173639	﻿The Project Gutenberg eBook of God's Country—And the Woman	1
27	4497	0.173494	﻿The Project Gutenberg eBook of The Sentimentalists	1
28	4672	0.173416	﻿The Project Gutenberg eBook of The Galleries of the Exposition	1
29	4490	0.172970	﻿The Project Gutenberg eBook of Celt and Saxon — Volume 2	1
30	4489	0.172758	﻿The Project Gutenberg eBook of Celt and Saxon — Volume 1	1
31	4637	0.172448	﻿The Project Gutenberg eBook of Angel Island	1
32	4601	0.171791	﻿The Project Gutenberg eBook of Papa Hamlet	1
33	4462	0.171685	﻿The Project Gutenberg eBook of The Tragic Comedians: A Study in a Well-known Story — Volume 2	1
34	4461	0.171670	﻿The Project Gutenberg eBook of The Tragic Comedians: A Study in a Well-known Story — Volume 1	1
35	4463	0.171639	﻿The Project Gutenberg eBook of The Tragic Comedians: A Study in a Well-known Story — Volume 3	1
36	4677	0.171433	﻿The Project Gutenberg eBook of Our World; Or, the Slaveholder's Daughter	1
37	576	0.171296	﻿ The Project Gutenberg eBook of The Project Gutenberg Web Pages	1
38	4465	0.171287	﻿The Project Gutenberg eBook of Diana of the Crossways — Volume 1	1
39	4467	0.171273	﻿The Project Gutenberg eBook of Diana of the Crossways — Volume 3	1
40	4469	0.171259	﻿The Project Gutenberg eBook of Diana of the Crossways — Volume 5	1
41	4466	0.171180	﻿The Project Gutenberg eBook of Diana of the Crossways — Volume 2	1
42	4468	0.171126	﻿The Project Gutenberg eBook of Diana of the Crossways — Volume 4	1
43	23053	0.170982	﻿The Project Gutenberg eBook of Night of the Living Dead	1
44	4664	0.169149	﻿The Project Gutenberg eBook of Light, Life, and Love: Selections from the German Mystics of the Middle Ages	1
45	4681	0.169080	﻿The Project Gutenberg eBook of Frederick Chopin, as a Man and Musician — Volume 1	1
46	9320	0.168722	﻿The Project Gutenberg eBook of A Doctor of the Old School — Complete	1
47	4496	0.168267	﻿The Project Gutenberg eBook of The Gentleman of Fifty and The Damsel of Nineteen (An early uncompleted fragment)	1
48	4725	0.168133	﻿The Project Gutenberg eBook of John Lothrop Motley. a memoir — Volume 1	1
49	17424	0.168099	﻿The Project Gutenberg eBook of Eternal Father, Strong to Save	1
50	4727	0.168010	﻿The Project Gutenberg eBook of John Lothrop Motley. a memoir — Volume 3	1
51	4726	0.167996	﻿The Project Gutenberg eBook of John Lothrop Motley. a memoir — Volume 2	1
52	18609	0.167922	﻿The Project Gutenberg eBook of Hark! The Herald Angels Sing	1
53	33375	0.167495	﻿The Project Gutenberg eBook of Watch (First 25,000 words)	1
54	4715	0.167218	﻿The Project Gutenberg eBook of An African Millionaire: Episodes in the Life of the Illustrious Colonel Clay	1
55	672	0.167138	﻿The Project Gutenberg eBook of The Secret Guide to Computers	1
56	18608	0.166814	﻿The Project Gutenberg eBook of Oh Little Town of Bethlehem	1
57	4610	0.166793	﻿The Project Gutenberg eBook of The Letters of Horace Walpole, Earl of Orford — Volume 2	1
58	4609	0.166650	﻿The Project Gutenberg eBook of The Letters of Horace Walpole, Earl of Orford — Volume 1	1
59	4649	0.166436	﻿The Project Gutenberg eBook of Micromégas	1
60	366	0.166365	﻿The Project Gutenberg eBook of Bab: A Sub-Deb	1
61	4648	0.166221	﻿The Project Gutenberg eBook of Memnon ou la sagesse humaine	1
62	66090	0.164612	﻿The Project Gutenberg eBook of A Man in the Zoo	1
63	33374	0.164602	﻿The Project Gutenberg eBook of Wake (First 25,000 words)	1
64	4655	0.164514	﻿The Project Gutenberg eBook of The Seigneurs of Old Canada : A Chronicle of New World Feudalism	1
65	66088	0.164129	﻿The Project Gutenberg eBook of Recollections of Captain Wilkie: A Story of an Old Offender	1
66	4799	0.163827	﻿The Project Gutenberg eBook of The Complete Poetical Works of Percy Bysshe Shelley — Volume 3	1
67	22427	0.163815	﻿The Project Gutenberg eBook of One Thousand and One Initial Letters	1
68	4798	0.163777	﻿The Project Gutenberg eBook of The Complete Poetical Works of Percy Bysshe Shelley — Volume 2	1
69	32458	0.163087	﻿The Project Gutenberg eBook of After Two Nights of the Ear-ache	1
70	4494	0.162986	﻿The Project Gutenberg eBook of The Tale of Chloe: An Episode in the History of Beau Beamish	1
71	2291	0.162685	﻿The Project Gutenberg eBook of David Elginbrod	1
72	66089	0.162554	﻿The Project Gutenberg eBook of Balancing and Shoeing Trotting and Pacing Horses	1
73	24146	0.162377	﻿The Project Gutenberg eBook of A Commentary on Herodotus	1
74	59590	0.162291	﻿The Project Gutenberg eBook of Studies and Exercises in Formal Logic	1
75	66093	0.162195	﻿The Project Gutenberg eBook of Cotswolds Water-Colours	1
76	51104	0.161704	﻿The Project Gutenberg eBook of Allen & Morton's West-London Directory for 1867	1
77	4480	0.161265	﻿The Project Gutenberg eBook of Lord Ormont and His Aminta — Volume 4	1
78	4477	0.161081	﻿The Project Gutenberg eBook of Lord Ormont and His Aminta — Volume 1	1
79	4479	0.161069	﻿The Project Gutenberg eBook of Lord Ormont and His Aminta — Volume 3	1
80	4478	0.161014	﻿The Project Gutenberg eBook of Lord Ormont and His Aminta — Volume 2	1
81	4481	0.161014	﻿The Project Gutenberg eBook of Lord Ormont and His Aminta — Volume 5	1
82	4647	0.160806	﻿The Project Gutenberg eBook of Zadig, ou la Destinée, histoire orientale	1
83	4493	0.160440	﻿The Project Gutenberg eBook of The Case of General Ople and Lady Camper	1
84	66094	0.160059	﻿The Project Gutenberg eBook of Dreams and Images: An Anthology of Catholic Poets	1
85	54644	0.159935	﻿The Project Gutenberg eBook of Obedience to the Articles and Rubrics of the Church of England	1
86	4718	0.159820	﻿The Project Gutenberg eBook of Histoire des voyages de Scarmentado	1
87	56181	0.159184	﻿The Project Gutenberg eBook of The Ohio Journal of Science. Vol. XVI., No. 2 (December, 1915)	1
88	66091	0.159148	﻿The Project Gutenberg eBook of Eunice and Cricket	1
89	29434	0.158738	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Flavius Josephus: An Index	1
90	29430	0.158408	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Hall Caine: An Index	1
91	29459	0.157721	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Xenophon: An Index	1
92	66096	0.157309	﻿The Project Gutenberg eBook of Travels through the states of North America, and the provinces of Upper and Lower Canada, during the years 1795, 1796, and 1797 [Vol. 1 of 2]	1
93	17421	0.156672	﻿The Project Gutenberg eBook of Emperor Quartet op.76 no.3., 2nd movement	1
94	65288	0.154900	﻿The Project Gutenberg eBook of Greetings from Crater Lake National Park, Oregon	1
95	26874	0.154508	﻿The Project Gutenberg eBook of Rock of Ages	1
96	17423	0.153731	﻿The Project Gutenberg eBook of Theme from Mozart's Piano Sonata in A major, K.331	1
97	2	0.153626	﻿The Project Gutenberg eBook of The United States Bill of Rights	1
98	8218	0.152946	﻿The Project Gutenberg eBook of Wars and Empire	1
99	5887	0.152901	﻿The Project Gutenberg eBook of The Labor Divide	1
100	36755	0.152803	﻿The Project Gutenberg eBook of The Child's Picture Book	1
