rank	book_id	score	preview	start_line
43	6300	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Complete Works of Gilbert Parker	1
44	9109	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg FAQ 2002	1
45	10103	3.000000	﻿The Project Gutenberg eBook of The Great Events by Famous Historians, Volume 08	1
46	10802	3.000000	THE PROJECT GUTENBERG CD AND DVD IMAGE README.TXT FILE	1
47	11220	3.000000	THE PROJECT GUTENBERG CD AND DVD IMAGE README.TXT FILE	1
48	14585	3.000000	﻿The Project Gutenberg eBook of ERPANET Case Study: Project Gutenberg	1
49	23618	3.000000	﻿The Project Gutenberg eBook of Gutenberg, pièce historique en 5 actes, 8 tableaux	1
50	25717	3.000000	﻿The Project Gutenberg eBook of The History of the Decline and Fall of the Roman Empire	1
51	27039	3.000000	﻿The Project Gutenberg eBook of Project Gutenberg (1971-2005)	1
52	27040	3.000000	﻿The Project Gutenberg eBook of Le Projet Gutenberg (1971-2005)	1
53	27045	3.000000	﻿The Project Gutenberg eBook of Project Gutenberg (1971-2008)	1
54	27046	3.000000	﻿The Project Gutenberg eBook of Le Projet Gutenberg (1971-2008)	1
55	28747	3.000000	﻿The Project Gutenberg eBook of The Works of Oliver Wendell Holmes: An Index of the Project Gutenberg Editions	1
56	28760	3.000000	﻿The Project Gutenberg eBook of The Works of John Galsworthy	1
57	28803	3.000000	﻿The Project Gutenberg eBook of The Works of Mark Twain: An Index of all Project Gutenberg Editions	1
58	28821	3.000000	﻿The Project Gutenberg eBook of The Works of Charles Dudley Warner	1
59	28822	3.000000	﻿The Project Gutenberg eBook of The Works of Winston Churchill: A Linked Index of the Project Gutenberg Editions	1
60	28823	3.000000	﻿The Project Gutenberg eBook of The Works of George Meredith: A Linked Index to the Project Gutenberg Editions	1
61	28850	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Works of John Lothrop Motley	1
62	28858	3.000000	﻿The Project Gutenberg eBook of The Heptameron of Margaret, Queen of Navarre	1
63	28859	3.000000	﻿The Project Gutenberg eBook of The Life of George Washington: A Linked Index to the Project Gutenberg Editions	1
64	28860	3.000000	﻿The Project Gutenberg eBook of The Memoirs, Correspondence, and Miscellanies, From the Papers of Thomas Jefferson	1
65	28871	3.000000	﻿The Project Gutenberg eBook of The Seven Great Monarchies of the Ancient Asian World	1
66	28876	3.000000	﻿The Project Gutenberg eBook of History of Egypt, Chaldæa, Syria, Babylonia, and Assyria	1
67	28879	3.000000	﻿The Project Gutenberg eBook of A Popular History of France from the Earliest Times	1
68	28884	3.000000	﻿The Project Gutenberg eBook of A History of England from Early Times: A Linked Index to the Project Gutenberg Editions	1
69	28896	3.000000	﻿The Project Gutenberg eBook of Stories and Tales of the Irish: A Linked Index to the Project Gutenberg Editions	1
70	28898	3.000000	﻿The Project Gutenberg eBook of The Historical Novels of Georg Ebers	1
71	28905	3.000000	﻿The Project Gutenberg eBook of The Works of Edward Bulwer-Lytton: A Linked Index to the Project Gutenberg Editions	1
72	28959	3.000000	﻿The Project Gutenberg eBook of The Illustrated Works of Gordon Home: A Linked Index to the Project Gutenberg Editions	1
73	28969	3.000000	﻿The Project Gutenberg eBook of The Illustrated Works of Friedrich Schiller	1
74	28970	3.000000	﻿The Project Gutenberg eBook of Works of George W. Peck	1
75	28972	3.000000	﻿The Project Gutenberg eBook of The Works of Louis Becke: A Linked Index to the Project Gutenberg Editions	1
76	29004	3.000000	﻿The Project Gutenberg eBook of English Translations of Works of Emile Zola	1
77	29156	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Joseph Conrad: An Index	1
78	29381	3.000000	﻿The Project Gutenberg eBook of The Works of Charles James Lever	1
79	29424	3.000000	﻿The Project Gutenberg eBook of Quotes and Images: An Index of the Project Gutenberg Collection of Quotes and Images	1
80	29430	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Hall Caine: An Index	1
81	29431	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Rafael Sabatini: An Index	1
82	29434	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Flavius Josephus: An Index	1
83	29441	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Plato: An Index	1
84	29459	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Xenophon: An Index	1
85	29467	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Joseph Lincoln: An Index	1
86	30580	3.000000	﻿The Project Gutenberg eBook of The Fairy Books of Andrew Lang	1
87	31100	3.000000	﻿The Project Gutenberg eBook of The Complete Project Gutenberg Works of Jane Austen	1
88	31565	3.000000	﻿The Project Gutenberg eBook of The Works of Balzac: A linked index to all Project Gutenberg editions	1
89	31632	3.000000	﻿The Project Gutenberg eBook of Project Gutenberg (1971-2009)	1
90	31633	3.000000	﻿The Project Gutenberg eBook of El Proyecto Gutenberg (1971-2009)	1
91	31634	3.000000	﻿The Project Gutenberg eBook of Le Projet Gutenberg (1971-2009)	1
92	36616	3.000000	﻿The Project Gutenberg eBook of Project Gutenberg 4 July 1971 - 4 July 2011: Album	1
93	41450	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Collection of Works by Freethinkers	1
94	44890	3.000000	﻿The Project Gutenberg eBook of The Printed Book: Its History, Illustration and Adornment	1
95	48791	3.000000	﻿The Project Gutenberg eBook of Project Gutenberg Newsletters 1999	1
96	50000	3.000000	﻿The Project Gutenberg eBook of John Gutenberg, First Master Printer	1
97	51034	3.000000	﻿The Project Gutenberg eBook of The Invention of Printing	1
98	51358	3.000000	﻿The Project Gutenberg eBook of Gutenberg, and the Art of Printing	1
99	57333	3.000000	﻿The Project Gutenberg eBook of Project Gutenberg Compilation of Short Stories by Chekhov	1
100	57383	3.000000	﻿The Project Gutenberg eBook of Project Gutenberg Edition of The Memoirs of Four Civil War Generals	1
