rank	book_id	score	preview	start_line
55	38502	5.636655	Dornröschen schlummert. Aber als des Jahres letzte Henkerstündlein	3644
56	71744	5.551572	"a poem she called ""_Dornröschen_"":"	3098
57	49199	5.358837	Dornröschen dar, wie der Prinz es gerade wachküßt, das schenkte sie ihm.	766
58	63498	5.349733	auch das verborgene Veilchen und das Dornröschen in der Wildniß.	11724
59	49083	5.339780	vom schlafenden Dornröschen zu Grunde gelegt, und lasse vier schnurrige	8072
60	43393	5.041583	Dornröschen herself, but her money-bags from the spell. Well, the	8154
61	13814	5.020329	briar round the beautiful maiden (hence named Dornröschen) when the	1114
62	60500	4.995277	Busens. Sein Lippenpaar ist auch so ein Dornröschen, so knospend, so	11854
63	56769	4.943248	Dornröschen selbst, sondern ihre Geldsäcke aus dem Zauberbanne erlöst?	9386
64	62021	4.935829	demi éveillée. Christophe la nommait _Dornröschen_, la Belle au Bois	12467
65	47584	4.610999	cocinero del cuento de Dornröschen, lo primero que hizo al despertarse	8651
66	53856	4.416032	Da schlief Dornröschen, die schöne Prinzessin, hinter dem Zauber der	12403
67	30211	4.312256	cuisinier du conte de Dornröschen, la première chose qu'elle fit en se	9016
68	16301	4.209599	klang, von Schneewittchen und Dornröschen erzählend oder von der kleinen	632
69	54392	4.184149	has produced several other fairy operas, such as “Dornröschen,” “Die	14968
70	24782	4.139512	Schlummer geschlossenen Augen auf, wie die Prinzessin Dornröschen im	13605
71	68990	4.024931	Geislein_ (1897), _Dornröschen_ (1902), and the comic opera _Die	8462
72	56280	3.941179	Königskinder_, and in 1902 by _Dornröschen_. In 1896, Humperdinck was	18104
73	7967	3.666522	_Dornröschen_--the Sleeping Beauty. She reminded him of his old	18590
74	45259	3.029736	4. Op. 66. _Dornröschen_ (Sleeping Beauty). Ballet in three acts, with a	27624
75	5314	2.793509	50 Little Briar-Rose (Dornröschen)	91
76	25545	2.223202	"""Dornröschen,"" and the more literal"	11958
77	10223	0.981275	Volksgesang und Dornröschen (in der Berliner Nationalgalerie)	62943
