rank	book_id	score	preview	start_line
70	3207	0.000342	﻿The Project Gutenberg eBook of Leviathan	1
71	9054	0.000342	﻿The Project Gutenberg eBook of The Young Woman's Guide	1
72	5140	0.000342	﻿The Project Gutenberg eBook of He Knew He Was Right	1
73	6047	0.000342	﻿The Project Gutenberg eBook of Works of John Bunyan — Volume 02	1
74	11080	0.000342	﻿The Project Gutenberg eBook of The Orations of Marcus Tullius Cicero, Volume 4	1
75	63348	0.000342	﻿The Project Gutenberg eBook of Trial of Pedro de Zulueta, jun., on a Charge of Slave Trading, under 5 Geo. IV, cap. 113, on Friday the 27th, Saturday the 28th, and Monday the 30th	1
76	33500	0.000342	﻿The Project Gutenberg eBook of Ayala's Angel	1
77	45512	0.000342	﻿The Project Gutenberg eBook of Dangerous Connections, v. 1, 2, 3, 4	1
78	45304	0.000342	﻿The Project Gutenberg eBook of The City of God, Volume I	1
79	40613	0.000342	﻿The Project Gutenberg eBook of Arguments before the Committee on Patents of the House of Representatives, conjointly with the Senate Committee on Patents, on H.R. 19853, to amend 	1
80	48149	0.000342	﻿The Project Gutenberg eBook of Fundamental Philosophy, Vol. 1 (of 2)	1
81	4969	0.000342	﻿The Project Gutenberg eBook of The Belton Estate	1
82	141	0.000342	﻿The Project Gutenberg eBook of Mansfield Park	1
83	58135	0.000342	﻿The Project Gutenberg eBook of The Saint's Everlasting Rest	1
84	62149	0.000342	﻿The Project Gutenberg eBook of A Body of Divinity, Vol. 2 (of 4)	1
85	12234	0.000342	﻿The Project Gutenberg eBook of Mr. Scarborough's Family	1
86	56404	0.000342	﻿The Project Gutenberg eBook of A Book of Gems, or, Choice selections from the writings of Benjamin Franklin	1
87	26495	0.000342	﻿The Project Gutenberg eBook of A System of Logic, Ratiocinative and Inductive (Vol. 1 of 2)	1
88	65484	0.000342	﻿The Project Gutenberg eBook of A Body of Divinity, Vol. 4 (of 4)	1
89	67036	0.000342	﻿The Project Gutenberg eBook of Plain Sermons, preached at Archbishop Tenison's Chapel, Regent Street. Second Series	1
90	41095	0.000342	﻿The Project Gutenberg eBook of The Journal of the Debates in the Convention which Framed the Constitution of the United States, May-September 1787. Volume 2	1
91	18000	0.000342	﻿The Project Gutenberg eBook of Phineas Finn	1
92	3731	0.000342	﻿The Project Gutenberg eBook of Disturbances of the Heart	1
93	24561	0.000342	﻿The Project Gutenberg eBook of A Report of the Debates and Proceedings in the Secret Sessions of the Conference Convention	1
94	46743	0.000342	﻿The Project Gutenberg eBook of The Methods of Ethics	1
95	29828	0.000342	﻿The Project Gutenberg eBook of Is He Popenjoy?	1
96	11364	0.000342	﻿The Project Gutenberg eBook of Clarissa Harlowe; or the history of a young lady — Volume 6	1
97	48907	0.000342	﻿The Project Gutenberg eBook of A Desk-Book of Errors in English	1
98	70302	0.000342	﻿The Project Gutenberg eBook of Education and the good life	1
99	27869	0.000342	﻿The Project Gutenberg eBook of A Theodicy, or, Vindication of the Divine Glory	1
100	56075	0.000342	﻿The Project Gutenberg eBook of Seneca's Morals of a Happy Life, Benefits, Anger and Clemency	1
