rank	book_id	score	preview	start_line
74	11802	7.105505	﻿The Project Gutenberg eBook of U.S. Copyright Renewals, 1950 July - December	1
75	22942	7.098492	﻿The Project Gutenberg eBook of Clare Avery: A Story of the Spanish Armada	1
76	27168	7.089867	﻿The Project Gutenberg eBook of The Faith Doctor: A Story of New York	1
77	3094	7.074037	﻿The Project Gutenberg eBook of Red Eve	1
78	3147	7.069979	﻿The Project Gutenberg eBook of A Summer in a Canyon: A California Story	1
79	18661	7.062434	﻿The Project Gutenberg eBook of The Empire Annual for Girls, 1911	1
80	66462	7.053454	﻿The Project Gutenberg eBook of Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 43, Vol. I, October 25, 1884	1
81	14096	7.028692	﻿The Project Gutenberg eBook of With Links of Steel; Or, The Peril of the Unknown	1
82	51836	7.026082	﻿The Project Gutenberg eBook of Motion pictures, 1912-1939	1
83	9088	7.021256	﻿The Project Gutenberg eBook of Thoroughbreds	1
84	19132	7.016656	﻿The Project Gutenberg eBook of Banbury Chap Books and Nursery Toy Book Literature	1
85	64607	7.009887	﻿The Project Gutenberg eBook of Seeking His Fortune, and Other Dialogues	1
86	11819	7.008190	﻿The Project Gutenberg eBook of U.S. Copyright Renewals, 1959 January - June	1
87	64962	7.006353	﻿The Project Gutenberg eBook of Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 5, Vol. I, February 2, 1884	1
88	66531	7.005714	﻿The Project Gutenberg eBook of Chambers's Journal of Popular Literature, Science, and Art, Fifth Series, No. 44, Vol. I, November 1, 1884	1
89	46965	7.002442	﻿The Project Gutenberg eBook of Chambers's Journal of Popular Literature, Science, and Art, No. 689	1
90	66775	7.002335	﻿The Project Gutenberg eBook of Bottoms Up: An Application of the Slapstick to Satire	1
91	15506	7.001637	﻿The Project Gutenberg eBook of Philip Winwood	1
92	671	7.001383	﻿The Project Gutenberg eBook of Phil, the Fiddler	1
93	45433	6.997579	﻿The Project Gutenberg eBook of S. W. Partridge & Co. Catalogue of Popular Illustrated Books, 1904	1
94	52849	6.994882	﻿The Project Gutenberg eBook of Harper's Round Table, February 4, 1896	1
95	5124	6.994289	﻿The Project Gutenberg eBook of Henrietta's Wish; Or, Domineering	1
96	52962	6.990817	﻿The Project Gutenberg eBook of Hugh Gwyeth: A Roundhead Cavalier	1
97	7855	6.989902	﻿The Project Gutenberg eBook of The Vision of Desire	1
98	65475	6.978398	﻿The Project Gutenberg eBook of A List of English & American Sequel Stories	1
99	23955	6.977380	﻿The Project Gutenberg eBook of Chicken Little Jane	1
100	32225	6.975047	﻿The Project Gutenberg eBook of Elsie at Viamede	1
